transaction_id,transaction_date,county,suburb,sales_channel,payment_method,sku,product_name,supplier_id,supplier_name,stock_on_hand_before,quantity_sold,stock_on_hand_after,stockout_flag,reorder_point,reorder_qty,supplier_lead_time_days,supplier_on_time_rate,unit_cost_kes,unit_price_kes,vat_rate,discount_kes,gross_sales_kes,vat_kes,net_sales_kes,note,branch_code
2bbe36b1,02-05-2025,Nairobi,Donholm,School/CBO  ,15-DAY CREDIT,SALT-1KG,Iodized Salt 1kg,SUP-004,Rift Valley Wholesale,196,8,188,0,73,346,5,0.884,45.9,51.45,0.0,17.85,411.56,0.0,393.71,,KJD-01
20ab0682,2025-05-16,Kiambu,Ruiru,SUPERMARKET,bank transfer,BEANS-2KG,Rosecoco Beans 2kg,SUP-004,Rift Valley Wholesale,162,12,150,0,57,121,7,1.0,401.41,460.2,0.0,0.0,5522.42,0.0,5522.42,,KBU-01
336cdbc8,2025-07-08,Machakos,Industrial Area,wholesaler,BANK TRANSFER,TEA-250G,Black Tea 250g,SUP-003,Coastal Agro Traders,136,11,125,0,76,340,3,0.936,235.99,289.7,0.16,3.87,3186.68,509.87,3692.68,,MKS-01
4237048b,21-Jun-2025,Nairobi,Thika Rd,kiosk,cash,SUGAR-2KG,Brown Sugar 2kg,SUP-005,Kiambu Fresh Foods,179,-8,187,0,68,130,7,0.907,360.0,444.01,0.08,0.0,-3552.06,0.0,-3552.06,,NRB01
f35381a7,19/05/2025,Machakos,Thika Rd,WHOLESALER  ,30-DAY CREDIT,CHICK-1KG,Frozen Chicken 1kg,SUP-002,Juja Foods Distributors,182,9,173,0,35,281,1,0.916,663.96,758.79,0.16,9.01,6829.09,1092.66,7912.74,,MKS-01
92ee063c,19/07/2025,Machakos,Kasarani,Hotel/Restaurant  ,15-day credit,SUGAR-2KG,Brown Sugar 2kg,SUP-003,Coastal Agro Traders,146,10,136,0,34,170,6,0.852,376.73,447.62,0.16,8.14,4476.17,716.19,5184.22,,NRB01
6faff3fa,28-Mar-2025,Kajiado,Westlands,wholesaler  ,M-PESA,COIL-1L,Sunflower Oil 1L,SUP-001,Unga Suppliers Ltd,196,8,188,0,71,267,3,0.864,295.99,348.38,0.16,4.18,2787.05,445.93,3228.8,,MKS-01
74ec1949,17/04/2025,Machakos,CBD,supermarket  ,m-pesa,DETER-1KG,Detergent 1kg,SUP-001,Unga Suppliers Ltd,203,12,191,0,41,392,4,0.959,353.93,401.89,0.08,0.0,4822.7,385.82,5208.51,,KJD-01
7e51209b,21-Apr-2025,Kiambu,Westlands,Wholesaler  ,cash,RF-5KG,Rice 5kg,SUP-003,Coastal Agro Traders,216,8,208,0,52,139,1,0.842,965.69,1123.7,0.08,0.0,8989.58,719.17,9708.75,,NRB01
d13d07c6,05/04/2025,Kiambu,Kasarani,wholesaler ,BANK TRANSFER,CHICK-1KG,Frozen Chicken 1kg,SUP-001,Unga Suppliers Ltd,245,4,241,0,77,311,6,0.938,614.74,732.94,0.08,2.52,2931.78,234.54,3163.8,,nrb-03
39aa195a,17-Mar-2025,Kiambu,Industrial Area,WHOLESALER ,bank transfer,RF-5KG,Rice 5kg,SUP-001,Unga Suppliers Ltd,228,8,220,0,36,110,3,0.989,845.28,1025.01,0.08,13.86,8200.08,656.01,8842.22,,NRB-01
3f551468,05-Apr-2025,Machakos,,SUPERMARKET,M-Pesa,BREAD-800G,Brown Bread 800g,SUP-003,Coastal Agro Traders,177,6,171,0,56,201,5,0.935,87.02,96.38,0.16,14.49,578.26,92.52,656.29,,KJD-01
941c83ef,01-Feb-2025,Machakos,Ruiru,SUPERMARKET ,Bank Transfer,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,143,5,138,0,68,190,1,0.968,69.71,82.65,0.0,17.29,413.26,0.0,395.97,,nrb-03
e10879d7,07-May-2025,Machakos,Athi River,KIOSK,30-day credit,DETER-1KG,Detergent 1kg,SUP-003,Coastal Agro Traders,170,4,166,0,39,262,3,0.953,376.04,449.03,0.0,0.0,1796.11,0.0,1796.11,,KJD-01
e1098535,02-13-2025,Machakos,Lang'ata,HOTEL/RESTAURANT ,cash,LENT-1KG,Red Lentils 1kg,SUP-005,Kiambu Fresh Foods,142,12,130,0,78,214,3,0.862,331.27,410.8,0.08,5.26,4929.59,394.37,5318.7,,KJD-01
cedc694b,23/02/2025,Kajiado,Athi River,WHOLESALER  ,CASH,BEANS-2KG,Rosecoco Beans 2kg,SUP-002,Juja Foods Distributors,168,300,162,0,46,336,3,0.883,445.92,549.78,0.08,13.77,3298.66,263.89,3548.78,,nrb-03
df005da1,13-Feb-2025,Nairobi,Thika Rd,wholesaler ,CASH,BREAD-800G,Brown Bread 800g,SUP-001,Unga Suppliers Ltd,107,7,100,0,57,143,4,0.956,93.62,106.33,0.16,0.0,744.33,119.09,863.42,,MKS-01
fac558d1,2025-03-31,Kiambu,Kasarani,kiosk ,cash,SPICE-50G,Mixed Spices 50g,SUP-005,Kiambu Fresh Foods,204,-11,215,0,72,213,1,0.912,66.29,74.09,0.16,9.84,-815.0,0.0,-824.84,,NRB-02
6310a860,05-21-2025,Machakos,Lang'ata,HOTEL/RESTAURANT,cash,TEA-250G,Black Tea 250g,SUP-003,Coastal Agro Traders,245,8,237,0,32,268,1,0.957,223.33,259.95,0.0,3.75,2079.62,0.0,2075.87,,NRB01
7a0a931d,27-May-2025,Kiambu,Thika Rd,school/cbo  ,M-PESA,SODA-500ML,Soda 500ml,SUP-002,Juja Foods Distributors,247,11,236,0,74,397,4,1.0,53.88,59.91,0.08,0.0,659.03,52.72,711.75,,MKS-01
cd26b5cd,04-09-2025,Kajiado,Industrial Area,School/CBO  ,BANK TRANSFER,SODA-500ML,Soda 500ml,SUP-004,Rift Valley Wholesale,223,12,211,0,79,308,7,1.0,55.96,68.9,0.0,4.57,826.83,0.0,822.26,,NRB01
33a0eec8,14/06/2025,Kajiado,CBD,KIOSK  ,15-day credit,BEANS-2KG,Rosecoco Beans 2kg,SUP-005,Kiambu Fresh Foods,170,4,166,0,73,106,8,0.764,405.38,481.43,0.0,14.99,1925.72,0.0,1910.73,,NRB-01
c39a3eab,2025-03-10,Kiambu,CBD,School/CBO,M-Pesa,BREAD-800G,Brown Bread 800g,SUP-005,Kiambu Fresh Foods,284,5,279,0,30,155,5,0.747,91.63,101.21,0.0,0.0,506.03,0.0,506.03,,nrb-03
18d46ac9,02/02/2025,Kajiado,Industrial Area,school/cbo,30-DAY CREDIT,SALT-1KG,Iodized Salt 1kg,SUP-005,Kiambu Fresh Foods,184,8,176,0,34,340,6,1.0,46.58,55.56,0.08,0.0,444.48,35.56,480.04,,NRB-02
2c461d61,16/05/2025,Kajiado,Lang'ata,SCHOOL/CBO ,M-PESA,SUGAR-2KG,Brown Sugar 2kg,SUP-005,Kiambu Fresh Foods,231,9,222,0,39,321,7,0.842,337.68,382.98,0.16,0.0,3446.84,551.49,3998.34,,nrb-03
45dac92c,07-02-2025,Machakos,Kasarani,supermarket ,CASH,JUICE-1L,Mango Juice 1L,SUP-002,,174,7,167,0,30,377,6,0.898,185.23,211.22,0.0,4.3,1478.55,0.0,1474.25,,KJD-01
509aa0fa,2025-01-29,Kiambu,Lang'ata,SUPERMARKET ,M-PESA,WATER-1L,Drinking Water 1L,SUP-003,Coastal Agro Traders,138,14,124,0,41,225,5,0.953,48.47,56.08,0.08,10.65,785.06,62.8,837.21,,KBU-01
991b6080,10-Mar-2025,Machakos,Thika Rd,School/CBO  ,Bank Transfer,BIS-200G,Biscuits 200g,SUP-004,Rift Valley Wholesale,243,9,234,0,61,173,3,0.98,117.84,137.52,0.16,8.61,1237.67,198.03,1427.09,,KJD-01
12f68727,05-03-2025,Machakos,Westlands,school/cbo ,M-Pesa,SALT-1KG,Iodized Salt 1kg,SUP-004,Rift Valley Wholesale,300,7,293,0,53,123,2,1.0,41.99,49.22,0.0,0.0,344.54,0.0,344.54,,NRB01
3007e1bd,2025-02-04,Kiambu,Donholm,SCHOOL/CBO ,15-day Credit,WATER-1L,Drinking Water 1L,SUP-004,Rift Valley Wholesale,220,8,212,0,37,173,5,1.0,45.21,52.56,0.16,8.09,420.48,67.28,479.67,,KBU-01
fd1e6760,24-Jul-2025,Machakos,Industrial Area,Wholesaler  ,30-DAY CREDIT,COIL-1L,Sunflower Oil 1L,SUP-004,Rift Valley Wholesale,158,5,153,0,64,191,7,0.957,344.86,398.33,0.08,3.33,1991.67,159.33,2147.68,,nrb-03
f3665d2e,2025-03-08,Kiambu,CBD,wholesaler  ,CASH,JUICE-1L,Mango Juice 1L,SUP-002,Juja Foods Distributors,182,11,171,0,32,114,1,1.0,168.07,188.39,0.08,0.0,2072.26,165.78,2238.04,,NRB01
1d176ad8,05/03/2025,Kajiado,Thika Rd,Supermaket  ,CASH,WATER-1L,Drinking Water 1L,SUP-004,Rift Valley Wholesale,146,12,134,0,79,360,3,0.852,47.9,57.21,0.0,0.0,686.56,0.0,686.56,,KBU-01
740e9058,24/03/2025,Kajiado,CBD,HOTEL/RESTAURANT ,M-PESA,SODA-500ML,Soda 500ml,SUP-004,Rift Valley Wholesale,194,16,178,0,44,140,6,0.799,51.82,63.61,0.08,14.95,1017.71,81.42,1084.18,,nrb-03
6249f7e6,24-Feb-2025,Kajiado,Eastleigh,kiosk,cash,SALT-1KG,Iodized Salt 1kg,SUP-002,Juja Foods Distributors,206,12,194,0,45,156,5,0.818,43.96,49.37,0.0,10.41,592.42,0.0,582.01,,KJD-01
f6d52f30,2025-07-07,Machakos,Westlands,SUPERMARKET,15-DAY CREDIT,RF-5KG,Rice 5kg,SUP-001,Unga Suppliers Ltd,208,8,200,0,53,321,1,0.928,892.55,994.87,0.0,0.0,7958.99,0.0,7958.99,,NRB-02
2e6b42be,2025-05-21,Kajiado,Industrial Area,SUPERMARKET  ,M-Pesa,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,147,10,137,0,51,391,6,0.852,61.45,74.81,0.0,0.0,748.09,0.0,748.09,,NRB01
6628e2b8,07-01-2025,Kajiado,Donholm,school/cbo,15-day credit,LENT-1KG,Red Lentils 1kg,SUP-002,Juja Foods Distributors,266,12,254,0,43,190,5,0.872,366.25,448.5,0.08,0.0,5382.04,430.56,5812.61,,NRB-01
5bc9b6bb,19/02/2025,Nairobi,Eastleigh,HOTEL/RESTAURANT ,15-day Credit,DETER-1KG,Detergent 1kg,SUP-002,Juja Foods Distributors,147,10,137,0,41,309,4,0.924,350.57,392.48,0.0,13.45,3924.79,0.0,3911.34,,NRB-01
9b9c8932,03-12-2025,Kiambu,Kasarani,HOTEL/RESTAURANT ,15-day credit,WATER-1L,Drinking Water 1L,SUP-004,Rift Valley Wholesale,118,9,109,0,61,380,1,0.863,45.49,55.74,0.08,18.57,501.62,40.13,523.18,,NRB01
d53abcb8,04-20-2025,Machakos,CBD,Kiosk ,15-day credit,SPICE-50G,Mixed Spices 50g,SUP-005,Kiambu Fresh Foods,234,13,221,0,40,144,4,0.853,74.15,83.96,0.16,0.0,1091.42,174.63,1266.04,,KJD-01
30fea6bf,2025-05-13,Nairobi,Kasarani,hotel/restaurant ,Cash,SOAP-1PC,Laundry Soap 1pc,SUP-005,Kiambu Fresh Foods,221,7,214,0,55,330,5,0.928,84.84,103.62,0.0,11.52,725.34,0.0,713.82,,KBU-01
6b275ed0,2025-06-11,Nairobi,Ruiru,SUPERMARKET ,M-PESA,COIL-1L,Sunflower Oil 1L,SUP-002,Juja Foods Distributors,238,9,229,0,43,215,4,0.807,304.47,380.1,0.16,0.0,3420.94,547.35,3968.29,,NRB01
11b81e42,25/07/2025,Machakos,Industrial Area,KIOSK ,Cash,CHICK-1KG,Frozen Chicken 1kg,SUP-003,Coastal Agro Traders,124,6,118,0,62,174,4,1.0,623.65,734.12,0.0,10.75,4404.69,0.0,4393.94,,MKS-01
729d0e2b,20-Jul-2025,Kiambu,Kasarani,Hotel/Restaurant ,bank transfer,SODA-500ML,Soda 500ml,SUP-001,Unga Suppliers Ltd,256,12,244,0,34,280,6,0.985,58.55,72.71,0.08,12.2,872.52,69.8,930.12,,NRB-02
66679c67,04/07/2025,Nairobi,Kasarani,School/CBO,15-day credit,MILK-500ML,Fresh Milk 500ml,SUP-004,Rift Valley Wholesale,145,10,135,0,38,160,3,0.859,69.32,78.94,0.0,7.78,789.43,0.0,781.65,,NRB-02
862146eb,2025-03-05,Machakos,Kasarani,supermarket,M-Pesa,BEANS-2KG,Rosecoco Beans 2kg,SUP-005,Kiambu Fresh Foods,178,13,165,0,51,246,5,0.897,401.36,470.83,0.08,9.59,6120.85,489.67,6600.93,,NRB01
865f153c,04/04/2025,Machakos,Kasarani,School/CBO,bank transfer,SODA-500ML,Soda 500ml,SUP-005,Kiambu Fresh Foods,174,9,165,0,41,225,6,0.796,52.02,62.46,0.08,7.36,562.15,44.97,599.76,,KBU-01
905ba44b,03/06/2025,Kajiado,Ruiru,SUPERMARKET  ,M-Pesa,BIS-200G,Biscuits 200g,SUP-005,Kiambu Fresh Foods,127,10,117,0,42,125,6,0.891,113.79,131.29,0.16,15.56,1312.86,210.06,1507.36,,NRB01
e78da69d,06-07-2025,Nairobi,Donholm,KIOSK ,M-Pesa,EGGS-30,Eggs Tray 30s,SUP-003,Coastal Agro Traders,247,8,239,0,53,283,2,0.943,482.61,575.03,0.0,0.0,4600.25,0.0,4600.25,,NRB-01
2ad9b4d6,30/06/2025,Machakos,CBD,supermaket,30-day Credit,BREAD-800G,Brown Bread 800g,SUP-003,Coastal Agro Traders,208,10,198,0,41,352,1,0.862,84.99,103.59,0.16,0.0,1035.88,165.74,1201.62,,NRB-01
c42cb528,2025-04-06,Kajiado,Thika Rd,Kiosk  ,M-Pesa,RF-5KG,Rice 5kg,SUP-003,Coastal Agro Traders,54,-11,65,0,52,385,5,0.847,904.83,1038.46,0.0,4.85,-11423.11,0.0,-11427.96,,KJD-01
01d820ad,20-Mar-2025,Machakos,Athi River,School/CBO,30-day credit,EGGS-30,Eggs Tray 30s,SUP-005,Kiambu Fresh Foods,198,8,190,0,54,376,4,0.888,510.08,630.2,0.16,4.8,5041.57,806.65,5843.42,,KBU-01
f7bfc4ab,31/05/2025,Nairobi,Lang'ata,School/CBO ,Bank Transfer,WATER-1L,Drinking Water 1L,SUP-003,,221,7,214,0,64,246,2,0.823,48.17,57.04,0.16,0.0,399.31,63.89,463.2,,MKS-01
a4ddd884,12-Jun-2025,Nairobi,Kasarani,SCHOOL/CBO,bank transfer,BREAD-800G,Brown Bread 800g,SUP-001,Unga Suppliers Ltd,152,15,137,0,42,318,1,0.986,91.09,105.58,0.16,3.42,1583.72,253.4,1833.7,,NRB-02
260b21a2,2025-03-17,Kajiado,Ruiru,school/cbo,cash,SPICE-50G,Mixed Spices 50g,SUP-001,Unga Suppliers Ltd,223,8,215,0,33,217,4,0.879,69.26,79.91,0.08,3.57,639.31,51.14,686.89,,MKS-01
bc90f42e,2025-06-11,Kajiado,CBD,Kiosk,15-DAY CREDIT,JUICE-1L,Mango Juice 1L,SUP-005,Kiambu Fresh Foods,211,4,207,0,64,348,2,0.916,186.73,220.51,0.08,5.93,882.03,70.56,946.66,,MKS-01
11e1d939,04-06-2025,Kiambu,Westlands,KIOSK  ,BANK TRANSFER,SPICE-50G,Mixed Spices 50g,SUP-002,Juja Foods Distributors,162,9,153,0,54,331,5,0.815,70.51,85.26,0.08,4.11,767.3,61.38,824.57,,KJD-01
619bcfac,13/07/2025,Kiambu,Westlands,KIOSK ,m-pesa,BEANS-2KG,Rosecoco Beans 2kg,SUP-001,Unga Suppliers Ltd,180,14,166,0,53,254,6,0.948,445.28,524.92,0.08,18.35,7348.91,587.91,7918.48,,MKS-01
802008be,27/04/2025,Nairobi,Donholm,Kiosk ,15-DAY CREDIT,BEANS-2KG,Rosecoco Beans 2kg,SUP-001,,220,450,211,0,53,164,3,0.982,444.17,521.4,0.08,0.0,4692.56,375.4,5067.96,,NRB-02
460ebfa5,2025-02-21,Kiambu,CBD,SCHOOL/CBO  ,15-day Credit,EGGS-30,Eggs Tray 30s,SUP-001,Unga Suppliers Ltd,157,7,150,0,67,192,5,1.0,545.76,667.73,0.0,5.41,4674.12,0.0,4668.71,,MKS-01
fa2fba15,16-Jun-2025,Machakos,Eastleigh,Supermarket,M-Pesa,SALT-1KG,Iodized Salt 1kg,SUP-002,Juja Foods Distributors,234,17,217,0,60,332,1,0.833,41.81,50.24,0.16,4.42,854.03,136.65,986.26,,NRB01
490831b6,31-Jul-2025,Kajiado,Eastleigh,WHOLESALER ,m-pesa,BIS-200G,Biscuits 200g,SUP-004,Rift Valley Wholesale,203,13,190,0,48,186,1,0.902,124.05,146.44,0.0,11.38,1903.7,0.0,1892.32,,NRB-02
7c073249,03/02/2025,Kajiado,Kasarani,Kiosk ,Bank Transfer,COFF-250G,Ground Coffee 250g,SUP-005,Kiambu Fresh Foods,125,11,114,0,54,106,4,0.912,409.18,475.05,0.08,0.0,5225.56,418.04,5643.6,,KJD-01
37560fca,2025-07-23,Machakos,Lang'ata,HOTEL/RESTAURANT  ,15-DAY CREDIT,BIS-200G,Biscuits 200g,SUP-002,Juja Foods Distributors,183,7,176,0,33,392,3,0.88,128.5,160.32,0.16,7.7,1122.25,179.56,1294.11,,nrb-03
42e78a76,23/03/2025,Machakos,Eastleigh,school/cbo ,30-day Credit,SUGAR-2KG,Brown Sugar 2kg,SUP-005,Kiambu Fresh Foods,192,5,187,0,60,244,7,0.851,372.84,427.19,0.0,13.14,2135.97,0.0,2122.83,,KJD-01
feb2f73d,07-21-2025,Nairobi,Kasarani,kiosk  ,m-pesa,BEANS-2KG,Rosecoco Beans 2kg,SUP-001,Unga Suppliers Ltd,89,10,79,0,65,115,8,0.877,415.48,500.03,0.0,0.0,5000.26,0.0,5000.26,,MKS-01
5dbf6558,23-May-2025,Machakos,Eastleigh,HOTEL/RESTAURANT ,Bank Transfer,EGGS-30,Eggs Tray 30s,SUP-003,Coastal Agro Traders,210,4,206,0,41,138,4,0.825,487.8,541.38,0.08,0.0,2165.53,173.24,2338.77,,nrb-03
75b94d7a,19/04/2025,Machakos,Athi River,supermarket ,15-DAY CREDIT,MF-2KG,Maize Flour 2kg,SUP-005,Kiambu Fresh Foods,223,12,211,0,41,348,8,1.0,203.97,241.87,0.08,0.0,2902.39,232.19,3134.59,check stock variance,KBU-01
38a571e8,2025-07-01,Kiambu,Kasarani,HOTEL/RESTAURANT ,BANK TRANSFER,MF-2KG,Maize Flour 2kg,SUP-004,Rift Valley Wholesale,214,7,207,0,50,254,8,0.893,215.76,264.25,0.08,11.47,1849.75,147.98,1986.26,,KBU-01
c2cb64ec,26-May-2025,Kiambu,Westlands,HOTEL/RESTAURANT,Cash,COIL-1L,Sunflower Oil 1L,SUP-003,Coastal Agro Traders,180,7,173,0,60,170,6,0.941,297.8,328.22,0.16,10.64,2297.55,367.61,2654.52,,nrb-03
1649b529,05-26-2025,Machakos,Thika Rd,SUPERMARKET ,M-PESA,BREAD-800G,Brown Bread 800g,SUP-002,Juja Foods Distributors,244,14,230,0,49,389,5,0.85,85.33,99.91,0.16,5.86,1398.71,223.79,1616.64,,KJD-01
e695f7c2,13-Jul-2025,Kiambu,CBD,Supermarket,30-day credit,DETER-1KG,Detergent 1kg,SUP-001,Unga Suppliers Ltd,272,10,262,0,72,167,4,0.904,350.62,388.67,0.16,0.0,3886.69,621.87,4508.56,,KJD-01
88e3e67a,07-13-2025,Machakos,Westlands,SUPERMARKET,M-Pesa,BEANS-2KG,Rosecoco Beans 2kg,SUP-004,Rift Valley Wholesale,166,9,157,0,31,109,5,0.97,397.87,489.6,0.16,3.22,4406.42,705.03,5108.23,,MKS-01
c4561153,21/04/2025,Kiambu,,wholesaler,BANK TRANSFER,MF-2KG,Maize Flour 2kg,SUP-002,Juja Foods Distributors,157,10,147,0,53,158,6,0.881,201.17,242.18,0.16,0.0,2421.8,387.49,2809.29,,NRB01
012a2a2d,24/03/2025,Kiambu,Industrial Area,KIOSK,M-PESA,SUGAR-2KG,Brown Sugar 2kg,SUP-004,Rift Valley Wholesale,223,12,211,0,56,204,6,0.974,348.22,425.36,0.08,0.0,5104.26,408.34,5512.6,,MKS-01
4ae65cec,10-Mar-2025,Kiambu,Eastleigh,SCHOOL/CBO  ,CASH,MILK-500ML,Fresh Milk 500ml,SUP-003,Coastal Agro Traders,113,8,105,0,74,264,7,0.889,61.13,67.36,0.16,0.0,538.85,86.22,625.07,,KJD-01
291c6cee,21-May-2025,Kiambu,Donholm,KIOSK ,Bank Transfer,LENT-1KG,Red Lentils 1kg,SUP-003,Coastal Agro Traders,224,8,216,0,41,343,1,0.945,373.44,439.8,0.0,9.04,3518.42,0.0,3509.38,,NRB-01
67d54c4e,06-06-2025,Nairobi,Westlands,WHOLESALER,M-PESA,BREAD-800G,Brown Bread 800g,SUP-002,Juja Foods Distributors,239,9,230,0,35,191,8,0.918,86.53,99.2,0.0,4.64,892.79,0.0,888.15,,NRB01
f86ff205,24/03/2025,Kajiado,Ruiru,School/CBO  ,Cash,BIS-200G,Biscuits 200g,SUP-003,Coastal Agro Traders,202,8,194,0,30,132,6,0.866,125.85,146.82,0.08,9.08,1174.52,93.96,1259.4,,MKS-01
30521c2b,19/07/2025,Machakos,Thika Rd,hotel/restaurant,bank transfer,CHICK-1KG,Frozen Chicken 1kg,SUP-003,Coastal Agro Traders,184,13,171,0,58,228,3,1.0,644.05,757.53,0.0,13.24,9847.95,0.0,9834.71,check stock variance,KJD-01
db812971,16-Jul-2025,Kiambu,Industrial Area,Kiosk,30-day Credit,RF-5KG,Rice 5kg,SUP-004,Rift Valley Wholesale,184,9,175,0,69,376,3,0.855,832.03,990.1,0.08,0.0,8910.9,712.87,9623.77,,NRB01
464679c2,05-10-2025,Nairobi,Eastleigh,KIOSK ,M-PESA,SPICE-50G,Mixed Spices 50g,SUP-003,Coastal Agro Traders,300,11,289,0,63,362,7,1.0,72.9,90.36,0.0,0.0,993.93,0.0,993.93,,NRB01
f9a6deb0,05-06-2025,K1ambu,Industrial Area,SCHOOL/CBO ,m-pesa,SODA-500ML,Soda 500ml,SUP-003,Coastal Agro Traders,314,13,301,0,39,168,2,1.0,55.07,65.93,0.16,4.36,857.03,137.12,989.79,,NRB-02
2c8d5001,08-Jun-2025,Kajiado,Thika Rd,School/CBO ,Cash,EGGS-30,Eggs Tray 30s,SUP-002,Juja Foods Distributors,131,11,120,0,59,324,4,0.89,513.87,642.29,0.0,0.0,7065.18,0.0,7065.18,,nrb-03
7b518d49,23-Mar-2025,Machakos,Industrial Area,supermarket  ,BANK TRANSFER,COIL-1L,Sunflower Oil 1L,SUP-002,Juja Foods Distributors,271,7,264,0,49,307,6,0.88,305.72,N/A,0.16,0.0,2500.31,400.05,2900.36,,nrb-03
8160e728,02-Jul-2025,Kiambu,,wholesaler  ,30-DAY CREDIT,BREAD-800G,Brown Bread 800g,SUP-004,Rift Valley Wholesale,212,11,201,0,41,240,3,0.966,88.01,109.94,0.08,3.43,1209.29,96.74,1302.61,,nrb-03
782d6581,02-26-2025,Nairobi,Athi River,HOTEL/RESTAURANT  ,BANK TRANSFER,BEANS-2KG,Rosecoco Beans 2kg,SUP-005,Kiambu Fresh Foods,252,9,243,0,54,140,8,0.984,435.11,489.08,0.08,6.57,4401.75,352.14,4747.32,,NRB-02
61555e68,04-11-2025,Kajiado,Donholm,Supermarket,cash,SUGAR-2KG,Brown Sugar 2kg,SUP-003,Coastal Agro Traders,272,10,262,0,60,363,3,0.825,330.83,375.64,0.08,6.66,3756.43,300.51,4050.28,,NRB-01
5e1857ec,27-May-2025,Kajiado,Athi River,hotel/restaurant ,15-DAY CREDIT,DETER-1KG,Detergent 1kg,SUP-004,Rift Valley Wholesale,257,6,251,0,40,197,2,0.965,344.15,408.89,0.0,8.87,2453.33,0.0,2444.46,,NRB-01
89cde59d,10/05/2025,Nairobi,Athi River,Wholesaler  ,BANK TRANSFER,SODA-500ML,Soda 500ml,SUP-002,Juja Foods Distributors,224,12,212,0,67,242,5,0.768,52.47,65.39,0.16,0.0,784.69,125.55,910.25,,KJD-01
48cc97a9,01-May-2025,Kiambu,Kasarani,wholesaler,M-Pesa,WATER-1L,Drinking Water 1L,SUP-005,Kiambu Fresh Foods,161,13,148,0,42,358,6,0.946,46.38,53.35,0.0,12.15,693.61,0.0,681.46,,NRB01
cd16e443,05-19-2025,Machakos,Lang'ata,school/cbo  ,30-day Credit,EGGS-30,Eggs Tray 30s,SUP-003,Coastal Agro Traders,246,7,239,0,79,118,1,0.973,480.87,572.63,0.08,9.12,4008.4,320.67,4319.96,,NRB01
84618ae2,04-01-2025,Kiambu,Athi River,SCHOOL/CBO ,15-day credit,JUICE-1L,Mango Juice 1L,SUP-005,Kiambu Fresh Foods,123,10,113,0,30,250,6,0.756,168.72,203.93,0.08,10.0,2039.28,163.14,2192.42,,NRB-01
372cdb9e,19/05/2025,Machakos,Thika Rd,SUPERMARKET  ,15-DAY CREDIT,MILK-500ML,Fresh Milk 500ml,SUP-002,Juja Foods Distributors,178,5,173,0,57,262,8,0.79,65.57,74.47,0.08,0.0,372.33,29.79,402.12,,NRB-01
0d5342b4,05-31-2025,Kiambu,Industrial Area,Kiosk ,M-PESA,EGGS-30,Eggs Tray 30s,SUP-004,Rift Valley Wholesale,131,4,127,0,48,223,4,0.902,508.62,632.46,0.08,0.0,2529.85,202.39,2732.24,,nrb-03
60daecac,12-Apr-2025,Nairobi,Lang'ata,KIOSK,M-PESA,MILK-500ML,Fresh Milk 500ml,SUP-001,Unga Suppliers Ltd,302,11,291,0,45,153,4,0.886,69.28,82.69,0.08,0.0,909.55,72.76,982.32,,NRB-01
357a6bc2,06-18-2025,Kajiado,Kasarani,wholesaler,CASH,COIL-1L,Sunflower Oil 1L,SUP-002,Juja Foods Distributors,244,10,234,0,44,393,8,0.909,343.16,409.0,0.0,7.93,4090.02,0.0,4082.09,,NRB-01
4c42ac3c,10/04/2025,Machakos,Eastleigh,HOTEL/RESTAURANT  ,15-day credit,SUGAR-2KG,Brown Sugar 2kg,SUP-003,Coastal Agro Traders,249,7,242,0,77,167,5,0.887,357.05,410.86,0.08,9.02,2876.02,230.08,3097.08,,NRB01
93f27f71,2025-04-16,Machakos,Ruiru,kiosk  ,BANK TRANSFER,MILK-500ML,Fresh Milk 500ml,SUP-001,,275,11,264,0,49,312,4,0.839,65.99,80.28,0.0,0.0,883.06,0.0,883.06,,KBU-01
90753f33,2025-06-23,Machakos,CBD,Supermarket  ,15-DAY CREDIT,SPICE-50G,Mixed Spices 50g,SUP-001,Unga Suppliers Ltd,199,12,187,0,65,339,3,0.9,73.53,87.73,0.16,4.75,1052.74,168.44,1216.43,,NRB-02
acca3740,2025-03-30,Nairobi,CBD,KIOSK ,cash,RF-5KG,Rice 5kg,SUP-003,Coastal Agro Traders,230,13,217,0,40,273,5,0.97,885.24,1099.62,0.08,0.0,14295.09,1143.61,15438.69,,KJD-01
c64c97ee,04-01-2025,Kiambu,Athi River,Kiosk,Bank Transfer,BREAD-800G,Brown Bread 800g,SUP-002,Juja Foods Distributors,141,9,132,0,74,311,6,0.894,94.23,104.12,0.0,0.0,937.12,0.0,937.12,check stock variance,nrb-03
00b1e37b,05-21-2025,Nairobi,Ruiru,WHOLESALER,Cash,COIL-1L,Sunflower Oil 1L,SUP-004,Rift Valley Wholesale,174,7,167,0,65,176,8,0.814,312.16,376.1,0.16,0.0,2632.71,421.23,3053.94,,MKS-01
392884e4,02/04/2025,Kajiado,CBD,school/cbo,CASH,LENT-1KG,Red Lentils 1kg,SUP-005,Kiambu Fresh Foods,93,7,86,0,64,330,7,0.937,381.41,448.94,0.16,0.0,3142.58,502.81,3645.39,,NRB01
