sale_id,date,store,product_id,product_name,qty,price
S100766,2024-08-13,Mombasa-Store,SKU0027,Product 81,2,10.73
S100767,2025-03-18,Mombasa-Store,SKU0088,Product 51,4,13.73
S100768,2024-04-30,Nakuru,SKU0087,Product 67,3,12.4
S100769,2024-05-09,Mombasa-Store,SKU0082,Product 74,6,17.28
S100770,2025-02-09,Nairobi_CBD,SKU0092,Product 11,1,16.9
S100771,2025-05-10,Nakuru,SKU0050,Product 76,3,13.3
S100772,2024-08-02,Nakuru,SKU0063,Product 36,2,17.36
S100773,2025-03-12,Thika.Branch,SKU0013,Product 30,7,18.24
S100774,2025-02-08,Nairobi_CBD,SKU0067,Product 100,3,14.33
S100775,2025-07-09,Thika.Branch,sku0094,Product 36,2,13.89
S100776,2024-08-02,Nakuru,SKU0037,Product 67,4,15.04
S100777,2025-02-26,Mombasa-Store,SKU0066,Product 30,4,13.46
S100778,2024-04-10,Nairobi_CBD,SKU0060,Product 55,2,15.61
S100779,2024-12-06,Kisumu Store,sku0024,PRODUCT 82  ,2,10.56
S100780,2024-01-26,Nakuru,SKU0088,Product 27,3,11.17
S100781,2025-05-27,Mombasa-Store,SKU0039,Product 100,2,20.48
S100782,2024-07-23,Nairobi_CBD,SKU0062,Product 98,3,14.95
S100783,2025-01-21,Thika.Branch,SKU0021,Product 6,1,11.17
S100784,2024-08-03,Kisumu Store,SKU0044,Product 97,3,15.13
S100785,2024-11-27,Thika.Branch,SKU0075,Product 38,3,12.01
S100786,2024-06-20,Nakuru,SKU0028,Product 38,2,11.14
S100787,2025-05-12,Nakuru,,Product 54,1,10.4
S100788,2025-06-10,Nairobi_CBD,SKU0080,Product 95,1,12.18
S100789,2024-06-17,Thika.Branch,SKU0006,Product 20,3,11.05
S100790,2025-06-24,Nairobi_CBD,sku0005,Product 94,4,
S100791,2025-03-08,Kisumu Store,sku0004,Product 93,2,10.64
S100792,2024-07-04,Nakuru,SKU0028,Product 7,1,11.57
S100793,2025-08-11,Nakuru,SKU0009,PRODUCT 13  ,4,17.91
S100794,2024-01-17,Kisumu Store,SKU0001,PRODUCT 70  ,3,21.69
S100795,2025-06-06,Nakuru,SKU0056,Product 84,7,18.59
S100796,2025-08-14,Kisumu Store,SKU0077,Product 92,2,21.46
S100797,2024-01-21,Mombasa-Store,SKU0006,Product 34,4,12.43
S100798,2025-02-07,Thika.Branch,SKU0092,Product 75,3,12.31
S100799,2025-03-12,Thika.Branch,SKU0044,Product 31,2,18.98
S100800,2025-07-20,Nakuru,SKU0044,Product 63,1,17.64
S100801,2024-08-13,Nakuru,SKU0003,Product 7,2,14.1
S100802,2024-11-10,Mombasa-Store,SKU0016,Product 69,5,11.9
S100803,2024-09-29,Nairobi_CBD,SKU0097,Product 33,2,18.32
S100804,2024-07-05,Nairobi_CBD,SKU0075,Product 7,2,18.87
S100805,2025-05-22,Mombasa-Store,SKU0052,Product 78,4,12.79
S100806,2024-02-22,Kisumu Store,SKU0076,Product 91,2,11.07
S100807,2024-08-22,Kisumu Store,SKU0078,Product 58,1,18.74
S100808,2025-04-07,Thika.Branch,SKU0014,Product 29,5,14.34
S100809,2024-03-24,Kisumu Store,SKU0043,Product 58,3,13.79
S100810,2024-02-28,Nakuru,SKU0047,Product 92,1,13.93
S100811,2024-05-02,Kisumu Store,SKU0081,Product 99,3,11.21
S100812,2024-04-27,Nakuru,SKU0003,Product 14,2,12.24
S100813,2025-04-04,Kisumu Store,sku0056,Product 7,3,13.1
S100814,2024-01-21,Kisumu Store,SKU0094,Product 6,2,21.1
S100815,2024-05-30,Mombasa-Store,SKU0059,Product 81,6,12.3
S100816,2025-01-05,Thika.Branch,SKU0001,Product 31,2,22.87
S100817,2024-08-30,Nakuru,SKU0052,Product 71,3,11.54
S100818,2025-02-02,Nakuru,SKU0003,Product 54,2,20.23
S100819,2024-08-09,Kisumu Store,sku0099,Product 44,2,14.43
S100820,2025-01-05,Nairobi_CBD,SKU0096,Product 89,2,13.92
S100821,2024-10-09,Thika.Branch,SKU0090,Product 35,1,13.07
S100822,2024-02-16,Nairobi_CBD,sku0054,Product 52,2,16.03
S100823,2024-08-01,Nairobi_CBD,SKU0027,Product 32,1,15.05
S100824,2025-01-14,Nakuru,sku0083,Product 90,2,12.62
S100825,2025-04-14,Nairobi_CBD,SKU0042,Product 81,1,13.0
S100826,2024-04-27,Kisumu Store,SKU0036,Product 15,4,17.18
S100827,2025-03-31,Kisumu Store,SKU0036,Product 53,1,14.31
S100828,2024-03-03,Mombasa-Store,SKU0029,Product 75,3,11.76
S100829,2024-01-07,Nakuru,SKU0016,Product 9,2,20.71
S100830,2025-04-06,Mombasa-Store,SKU0031,Product 42,2,14.56
S100831,2024-12-29,Nairobi_CBD,SKU0003,Product 69,3,12.37
S100832,2025-08-17,Nairobi_CBD,SKU0046,Product 55,4,13.11
S100833,2025-02-06,Thika.Branch,SKU0073,Product 2,6,16.16
S100834,2025-02-06,Mombasa-Store,SKU0039,Product 61,4,15.26
S100835,2024-03-14,Nairobi_CBD,SKU0021,PRODUCT 83  ,3,15.41
S100836,2025-01-28,Kisumu Store,SKU0051,Product 56,4,14.3
S100837,2025-04-10,Kisumu Store,SKU0044,Product 2,3,14.72
S100838,2024-08-09,Thika.Branch,SKU0036,Product 36,4,15.41
S100839,2025-03-19,Nakuru,sku0029,Product 29,6,19.0
S100840,2025-05-24,Kisumu Store,SKU0027,Product 51,5,11.31
S100841,2025-01-10,Thika.Branch,SKU0060,Product 100,5,13.05
S100842,2024-10-28,Kisumu Store,sku0055,PRODUCT 48  ,6,17.06
S100843,2024-01-08,Mombasa-Store,SKU0019,Product 47,1,15.16
S100844,2024-05-15,Nairobi_CBD,SKU0010,Product 25,1,15.32
S100845,2024-03-19,Nakuru,sku0076,Product 60,3,13.07
S100846,2025-03-19,Thika.Branch,SKU0074,Product 77,4,14.63
S100847,2024-07-15,Nakuru,SKU0066,Product 15,2,16.8
S100848,2024-03-05,Nairobi_CBD,SKU0002,Product 43,1,11.96
S100849,2024-08-26,Thika.Branch,sku0026,Product 84,1,22.46
S100850,2024-06-25,Kisumu Store,SKU0100,Product 72,1,14.39
S100851,2024-02-22,Nakuru,SKU0091,Product 65,3,24.02
S100852,2024-06-28,Nakuru,SKU0040,Product 38,3,10.86
S100853,2024-01-22,Kisumu Store,SKU0051,Product 24,4,
S100854,2024-03-30,Mombasa-Store,SKU0020,Product 1,3,13.44
S100855,2025-03-03,Mombasa-Store,SKU0044,Product 13,5,19.45
S100856,2024-08-10,Nakuru,,Product 86,2,21.39
S100857,2024-05-19,Kisumu Store,SKU0049,Product 61,2,16.67
S100858,2024-11-28,Nairobi_CBD,SKU0081,Product 6,2,18.56
S100859,2025-01-23,Mombasa-Store,SKU0029,PRODUCT 57  ,4,15.33
S100860,2025-02-25,Nakuru,SKU0038,Product 47,2,14.96
S100861,2024-04-28,Kisumu Store,SKU0058,Product 32,3,11.97
S100862,2024-12-02,Nakuru,SKU0039,PRODUCT 6  ,2,18.04
S100863,2025-02-10,Kisumu Store,SKU0065,Product 34,4,13.6
S100864,2025-01-10,Kisumu Store,SKU0031,Product 66,5,12.53
S100865,2024-06-29,Kisumu Store,SKU0061,Product 81,2,11.51
S100866,2024-03-19,Nairobi_CBD,SKU0057,Product 46,3,12.86
S100867,2025-01-30,Thika.Branch,SKU0039,PRODUCT 9  ,2,13.21
S100868,2024-09-05,Kisumu Store,SKU0071,Product 99,4,16.67
S100869,2024-04-05,Kisumu Store,SKU0097,Product 34,3,18.8
S100870,2025-05-15,Nakuru,SKU0050,Product 45,2,14.98
S100871,2024-08-08,Nakuru,SKU0061,Product 36,4,14.25
S100872,2024-11-26,Kisumu Store,SKU0098,Product 20,3,16.78
S100873,2024-02-03,Thika.Branch,SKU0083,Product 80,3,22.62
S100874,2024-04-27,Thika.Branch,sku0091,Product 74,1,23.16
S100875,2025-02-21,Nakuru,SKU0095,Product 83,3,12.1
S100876,2024-09-23,Kisumu Store,SKU0044,Product 60,8,14.45
S100877,2024-07-22,Mombasa-Store,SKU0076,Product 49,6,14.6
S100878,2025-05-13,Nairobi_CBD,sku0073,Product 76,1,12.4
S100879,2024-08-27,Kisumu Store,SKU0015,Product 58,3,23.2
S100880,2024-05-08,Kisumu Store,SKU0036,Product 24,4,
S100881,2024-08-21,Thika.Branch,SKU0015,Product 47,4,14.08
S100882,2024-01-12,Nairobi_CBD,SKU0040,Product 73,3,12.37
S100883,2025-06-18,Thika.Branch,SKU0085,Product 100,3,10.07
S100884,2024-12-24,Nakuru,SKU0056,Product 55,3,17.74
S100885,2024-01-29,Mombasa-Store,SKU0004,Product 20,3,14.06
S100886,2024-03-17,Kisumu Store,sku0065,Product 88,3,12.62
S100887,2025-07-26,Thika.Branch,SKU0067,Product 51,3,17.29
S100888,2024-11-19,Thika.Branch,SKU0008,Product 9,4,10.68
S100889,2025-03-30,Mombasa-Store,sku0084,Product 67,4,13.38
S100890,2025-03-24,Nakuru,SKU0042,Product 9,4,14.79
S100891,2025-04-10,Nairobi_CBD,SKU0010,Product 36,3,16.18
S100892,2025-08-20,Kisumu Store,SKU0019,Product 73,1,13.2
S100893,2024-01-06,Kisumu Store,SKU0019,Product 80,4,20.75
S100894,2024-09-26,Thika.Branch,SKU0088,Product 56,4,11.62
S100895,2024-02-15,Nairobi_CBD,SKU0006,Product 39,2,11.08
S100896,2024-12-18,Kisumu Store,SKU0048,Product 40,4,14.96
S100897,2024-05-20,Kisumu Store,SKU0067,Product 64,5,
S100898,2025-01-18,Thika.Branch,SKU0047,Product 54,1,14.78
S100899,2024-11-14,Nakuru,SKU0061,Product 80,2,13.46
S100900,2024-06-25,Mombasa-Store,SKU0017,Product 65,4,11.51
S100901,2024-07-20,Mombasa-Store,SKU0047,Product 12,3,12.01
S100902,2024-05-13,Mombasa-Store,SKU0040,Product 86,5,12.99
S100903,2024-02-20,Nairobi_CBD,SKU0073,Product 61,5,14.86
S100904,2024-10-28,Mombasa-Store,SKU0001,Product 82,3,14.5
S100905,2024-06-18,Nakuru,SKU0001,Product 90,3,13.67
S100906,2024-10-13,Kisumu Store,SKU0027,Product 12,6,10.88
S100907,2025-01-20,Nakuru,SKU0086,Product 3,2,15.78
S100908,2024-05-17,Nairobi_CBD,SKU0061,PRODUCT 35  ,5,14.39
S100909,2025-08-16,Nakuru,SKU0060,Product 8,3,11.98
S100910,2024-05-12,Mombasa-Store,SKU0056,Product 84,2,13.33
S100911,2024-07-31,Mombasa-Store,SKU0096,Product 14,3,17.41
S100912,2025-03-28,Nakuru,SKU0031,Product 90,5,17.46
S100913,2024-11-06,Kisumu Store,sku0010,Product 33,1,12.74
S100914,2025-05-11,Thika.Branch,SKU0068,Product 69,4,22.57
S100915,2025-06-24,Nakuru,SKU0072,Product 44,2,12.88
S100916,2025-01-21,Nakuru,SKU0097,PRODUCT 16  ,2,19.35
S100917,2024-07-05,Nairobi_CBD,SKU0088,Product 22,1,16.81
S100918,2024-01-26,Nairobi_CBD,SKU0069,PRODUCT 42  ,3,12.75
S100919,2025-01-10,Mombasa-Store,SKU0034,Product 31,4,21.11
S100920,2025-08-07,Nairobi_CBD,SKU0006,Product 63,3,17.11
S100921,2024-06-16,Nakuru,SKU0078,PRODUCT 86  ,2,11.35
S100922,2024-06-15,Mombasa-Store,SKU0025,Product 47,3,12.65
S100923,2024-08-26,Kisumu Store,SKU0035,Product 43,2,12.14
S100924,2024-12-02,Nakuru,SKU0019,Product 55,2,11.36
S100925,2025-01-15,Kisumu Store,SKU0093,Product 65,3,16.17
S100926,2024-02-06,Nairobi_CBD,SKU0066,Product 24,4,11.97
S100927,2024-06-24,Nakuru,SKU0066,Product 30,3,13.7
S100928,2025-01-28,Kisumu Store,,Product 57,2,15.92
S100929,2025-03-16,Thika.Branch,SKU0082,Product 74,3,11.05
S100930,2025-07-21,Thika.Branch,SKU0054,Product 57,2,23.35
S100931,2024-10-07,Kisumu Store,SKU0005,Product 35,1,14.69
S100932,2024-08-12,Mombasa-Store,SKU0021,Product 10,2,10.36
S100933,2024-10-13,Nakuru,SKU0038,Product 79,2,14.76
S100934,2025-08-19,Nakuru,SKU0037,Product 95,5,15.52
S100935,2024-04-13,Nakuru,SKU0097,Product 98,3,17.0
S100936,2024-10-03,Nakuru,SKU0049,Product 99,2,15.0
S100937,2024-05-17,Mombasa-Store,SKU0033,Product 81,3,19.5
S100938,2025-06-23,Nakuru,SKU0005,Product 38,6,16.03
S100939,2025-01-03,Mombasa-Store,SKU0071,Product 24,3,14.83
S100940,2024-04-08,Kisumu Store,SKU0003,Product 89,1,19.29
S100941,2025-06-25,Thika.Branch,SKU0082,Product 43,7,16.8
S100942,2024-05-09,Nairobi_CBD,SKU0060,Product 2,1,15.26
S100943,2024-05-11,Mombasa-Store,SKU0025,Product 16,1,13.35
S100944,2024-01-01,Nakuru,SKU0066,Product 23,8,15.83
S100945,2024-02-22,Nairobi_CBD,SKU0052,Product 34,3,10.25
S100946,2024-05-18,Kisumu Store,SKU0086,Product 97,3,14.82
S100947,2024-12-19,Mombasa-Store,SKU0012,Product 91,4,13.2
S100948,2025-03-20,Kisumu Store,SKU0084,Product 63,1,17.65
S100949,2024-10-01,Mombasa-Store,sku0029,Product 99,4,21.89
S100950,2025-02-17,Nairobi_CBD,SKU0073,Product 27,2,17.46
S100951,2024-12-10,Nakuru,SKU0098,Product 26,4,18.38
S100952,2025-06-08,Nairobi_CBD,SKU0090,Product 6,2,20.46
S100953,2025-08-07,Mombasa-Store,sku0019,Product 43,2,13.56
S100954,2025-03-31,Thika.Branch,SKU0039,Product 37,3,18.16
S100955,2025-01-12,Nairobi_CBD,SKU0031,Product 38,3,16.75
S100956,2024-05-17,Nakuru,SKU0029,PRODUCT 53  ,3,11.91
S100957,2024-09-26,Thika.Branch,SKU0094,Product 42,1,20.38
S100958,2024-09-09,Mombasa-Store,SKU0011,Product 30,2,12.17
S100959,2024-01-31,Nairobi_CBD,SKU0008,Product 40,5,16.45
S100960,2024-09-09,Kisumu Store,SKU0084,Product 46,2,15.86
S100961,2024-08-10,Nakuru,SKU0006,Product 53,2,19.87
S100962,2024-05-18,Mombasa-Store,SKU0023,Product 25,4,
S100963,2024-02-16,Nakuru,SKU0089,Product 98,5,16.57
S100964,2025-05-30,Nairobi_CBD,SKU0053,Product 33,3,22.07
S100965,2025-07-04,Kisumu Store,sku0083,Product 2,4,15.19
S100966,2025-03-17,Thika.Branch,SKU0027,Product 80,2,10.68
S100967,2024-05-21,Nairobi_CBD,SKU0001,Product 70,4,13.3
S100968,2024-06-06,Thika.Branch,SKU0012,Product 1,2,18.58
S100969,2024-10-29,Thika.Branch,SKU0002,Product 86,2,13.91
S100970,2024-09-20,Nairobi_CBD,SKU0073,Product 65,1,12.85
S100971,2024-09-24,Nairobi_CBD,SKU0096,Product 24,1,20.18
S100972,2024-09-02,Kisumu Store,SKU0039,Product 90,4,11.34
S100973,2025-05-24,Thika.Branch,SKU0055,Product 8,4,22.74
S100974,2024-09-05,Thika.Branch,SKU0075,Product 37,5,11.19
S100975,2024-11-08,Mombasa-Store,SKU0052,Product 76,5,13.78
S100976,2024-05-12,Mombasa-Store,SKU0040,Product 41,4,11.59
S100977,2024-06-24,Mombasa-Store,SKU0083,Product 77,3,21.08
S100978,2024-12-03,Mombasa-Store,SKU0071,Product 8,5,12.06
S100979,2024-05-12,Thika.Branch,SKU0030,Product 42,4,14.39
S100980,2024-11-24,Mombasa-Store,sku0096,Product 68,3,13.73
S100981,2024-10-05,Mombasa-Store,SKU0063,Product 78,3,15.31
S100982,2025-02-05,Mombasa-Store,SKU0088,PRODUCT 40  ,1,15.75
S100983,2024-07-14,Mombasa-Store,SKU0072,Product 47,5,14.75
S100984,2024-05-27,Kisumu Store,SKU0007,PRODUCT 30  ,2,16.16
S100985,2025-07-28,Thika.Branch,SKU0066,Product 32,6,14.76
S100986,2024-01-14,Nairobi_CBD,SKU0094,Product 97,4,17.26
S100987,2025-01-23,Thika.Branch,sku0008,Product 75,2,14.2
S100988,2025-01-20,Nairobi_CBD,sku0095,Product 1,3,15.47
S100989,2024-06-20,Kisumu Store,SKU0049,Product 75,5,10.47
S100990,2024-10-09,Mombasa-Store,SKU0023,Product 95,3,16.48
S100991,2025-06-18,Mombasa-Store,SKU0020,Product 88,3,17.94
S100992,2025-01-18,Nakuru,SKU0079,Product 59,2,17.74
S100993,2024-07-10,Kisumu Store,SKU0052,Product 37,4,10.08
S100994,2024-10-23,Nairobi_CBD,SKU0077,Product 46,4,19.6
S100995,2024-08-16,Mombasa-Store,SKU0031,Product 83,5,16.74
S100996,2024-04-13,Nakuru,SKU0006,Product 25,2,14.05
S100997,2024-11-30,Mombasa-Store,SKU0081,Product 34,4,11.88
S100998,2024-06-06,Nakuru,SKU0057,Product 100,1,11.07
S100999,2024-10-25,Nairobi_CBD,SKU0029,PRODUCT 81  ,2,16.85
S101000,2024-04-01,Mombasa-Store,SKU0094,Product 53,2,11.42
S101001,2024-04-18,Kisumu Store,SKU0059,Product 17,1,12.07
S101002,2025-03-17,Thika.Branch,SKU0067,Product 92,1,16.19
S101003,2025-06-11,Kisumu Store,SKU0098,Product 100,1,10.47
S101004,2025-04-10,Mombasa-Store,SKU0045,Product 55,1,16.97
S101005,2024-01-30,Thika.Branch,SKU0091,Product 58,2,12.42
S101006,2024-09-25,Nairobi_CBD,SKU0070,Product 90,2,15.06
S101007,2024-06-11,Nairobi_CBD,SKU0005,Product 19,5,11.99
S101008,2025-02-15,Mombasa-Store,SKU0098,Product 63,4,15.73
S101009,2025-01-24,Mombasa-Store,sku0064,Product 49,5,16.52
S101010,2024-03-13,Nairobi_CBD,SKU0027,Product 44,3,19.36
S101011,2025-08-12,Mombasa-Store,SKU0038,Product 74,3,16.11
S101012,2024-05-28,Nairobi_CBD,SKU0044,Product 31,2,16.05
S101013,2025-06-21,Mombasa-Store,SKU0009,Product 60,2,10.22
S101014,2024-11-25,Kisumu Store,sku0012,Product 15,4,13.02
S101015,2024-03-29,Mombasa-Store,SKU0097,Product 2,3,14.98
S101016,2025-05-17,Thika.Branch,SKU0036,Product 88,4,18.59
S101017,2024-09-27,Kisumu Store,SKU0043,Product 54,2,10.6
S101018,2024-06-17,Mombasa-Store,SKU0016,Product 78,4,15.03
S101019,2024-07-29,Thika.Branch,SKU0025,Product 70,3,10.74
S101020,2025-07-03,Nairobi_CBD,SKU0034,Product 63,4,10.34
S101021,2024-11-20,Nairobi_CBD,sku0043,Product 8,2,18.73
S101022,2024-08-08,Mombasa-Store,SKU0089,Product 91,6,13.65
S101023,2024-02-15,Kisumu Store,SKU0030,Product 33,2,11.57
S101024,2024-07-05,Nairobi_CBD,SKU0042,Product 52,3,13.9
S101025,2025-03-17,Mombasa-Store,SKU0031,Product 46,3,15.3
S101026,2024-06-13,Nairobi_CBD,SKU0042,Product 76,4,
S101027,2024-03-31,Nakuru,SKU0006,Product 11,1,15.13
S101028,2024-11-01,Nairobi_CBD,sku0095,Product 65,3,15.16
S101029,2025-07-21,Thika.Branch,sku0083,Product 25,4,19.39
S101030,2024-05-18,Mombasa-Store,SKU0100,Product 86,1,14.17
S101031,2025-07-21,Kisumu Store,SKU0069,Product 56,3,20.61
S101032,2025-03-06,Thika.Branch,SKU0015,PRODUCT 7  ,2,12.35
S101033,2024-10-14,Thika.Branch,SKU0014,PRODUCT 72  ,2,13.57
S101034,2024-02-29,Nakuru,SKU0041,Product 50,2,17.11
S101035,2025-04-05,Kisumu Store,SKU0005,Product 54,4,11.95
S101036,2025-03-08,Mombasa-Store,SKU0040,Product 89,2,10.6
S101037,2025-03-24,Mombasa-Store,SKU0028,Product 80,6,18.33
S101038,2024-01-02,Thika.Branch,SKU0083,Product 69,2,21.35
S101039,2025-07-14,Nakuru,SKU0093,Product 3,4,11.55
S101040,2024-06-26,Mombasa-Store,SKU0067,Product 8,1,15.33
S101041,2025-02-20,Thika.Branch,SKU0007,Product 7,2,13.38
S101042,2024-03-05,Kisumu Store,SKU0010,PRODUCT 68  ,2,11.54
S101043,2025-01-16,Nakuru,SKU0086,Product 47,3,12.59
S101044,2025-06-26,Thika.Branch,SKU0017,Product 16,3,13.37
S101045,2024-02-01,Nairobi_CBD,SKU0062,Product 75,2,13.58
S101046,2025-01-17,Thika.Branch,SKU0047,Product 89,2,16.95
S101047,2025-04-30,Nairobi_CBD,SKU0032,Product 95,2,11.18
S101048,2024-12-01,Nakuru,SKU0014,Product 23,4,10.52
S101049,2024-05-26,Nairobi_CBD,SKU0024,PRODUCT 63  ,2,12.97
S101050,2025-02-24,Kisumu Store,SKU0038,Product 10,5,20.06
S101051,2025-04-05,Kisumu Store,SKU0065,Product 78,3,22.87
S101052,2024-03-12,Nairobi_CBD,SKU0052,Product 64,2,11.95
S101053,2024-06-18,Nakuru,SKU0021,Product 24,1,21.66
S101054,2024-10-01,Thika.Branch,SKU0022,PRODUCT 36  ,2,12.63
S101055,2024-08-29,Thika.Branch,SKU0087,Product 19,6,15.23
S101056,2024-05-05,Nakuru,sku0060,Product 35,2,19.81
S101057,2025-04-18,Nakuru,SKU0097,PRODUCT 59  ,5,15.23
S101058,2024-08-22,Nakuru,SKU0037,Product 74,3,13.36
S101059,2024-03-30,Kisumu Store,sku0033,Product 49,4,19.85
S101060,2024-06-19,Nakuru,SKU0010,Product 37,3,17.43
S101061,2024-10-26,Kisumu Store,SKU0021,Product 28,2,17.64
S101062,2024-03-08,Thika.Branch,SKU0054,Product 58,1,16.06
S101063,2024-09-16,Nakuru,SKU0041,Product 80,3,20.98
S101064,2024-05-08,Kisumu Store,SKU0099,Product 82,3,12.69
S101065,2025-04-23,Thika.Branch,SKU0035,Product 36,2,15.23
S101066,2025-02-20,Kisumu Store,SKU0007,Product 60,5,13.34
S101067,2025-03-27,Mombasa-Store,SKU0068,Product 89,3,18.5
S101068,2024-08-14,Thika.Branch,SKU0082,Product 8,2,24.02
S101069,2025-03-26,Kisumu Store,SKU0087,Product 94,3,17.96
S101070,2024-11-29,Thika.Branch,SKU0087,Product 59,2,12.71
S101071,2024-02-13,Nakuru,SKU0098,Product 47,2,18.45
S101072,2025-02-20,Nairobi_CBD,SKU0034,Product 70,3,16.95
S101073,2024-03-20,Nakuru,sku0067,Product 30,2,17.86
S101074,2025-07-17,Nakuru,SKU0066,Product 84,1,20.48
S101075,2025-04-23,Kisumu Store,sku0068,Product 22,2,14.02
S101076,2024-09-04,Nakuru,sku0071,Product 34,1,11.96
S101077,2025-04-14,Mombasa-Store,SKU0043,Product 50,4,13.06
S101078,2024-11-04,Thika.Branch,sku0018,Product 76,2,14.85
S101079,2024-04-22,Nakuru,SKU0051,Product 20,1,14.46
S101080,2024-02-08,Kisumu Store,SKU0086,Product 57,3,11.82
S101081,2025-01-17,Thika.Branch,SKU0059,Product 79,6,17.31
S101082,2024-04-24,Nakuru,SKU0076,Product 12,3,18.59
S101083,2025-04-01,Nakuru,sku0094,Product 72,7,11.61
S101084,2024-07-21,Mombasa-Store,SKU0050,Product 91,3,13.46
S101085,2025-01-18,Nairobi_CBD,SKU0006,Product 94,3,13.02
S101086,2025-05-04,Thika.Branch,sku0017,Product 98,3,11.68
S101087,2024-12-15,Mombasa-Store,SKU0062,PRODUCT 43  ,3,10.63
S101088,2024-09-20,Nakuru,sku0021,PRODUCT 51  ,2,
S101089,2025-02-14,Nakuru,,Product 54,3,25.89
S101090,2025-01-15,Thika.Branch,SKU0099,Product 56,5,12.69
S101091,2024-06-14,Mombasa-Store,SKU0097,Product 10,3,14.96
S101092,2025-06-28,Nakuru,SKU0076,Product 8,2,12.68
S101093,2025-08-02,Thika.Branch,sku0029,Product 70,2,14.5
S101094,2024-01-08,Thika.Branch,SKU0040,Product 78,6,20.46
S101095,2024-07-22,Nakuru,sku0043,Product 27,3,12.96
S101096,2024-12-03,Nakuru,SKU0071,Product 26,3,15.69
S101097,2025-05-09,Mombasa-Store,SKU0036,Product 38,6,16.62
S101098,2024-12-10,Kisumu Store,SKU0100,Product 41,2,15.71
S101099,2025-06-24,Thika.Branch,sku0031,PRODUCT 3  ,3,12.74
S101100,2024-06-17,Mombasa-Store,SKU0046,Product 42,4,13.0
S101101,2025-01-27,Mombasa-Store,SKU0055,Product 55,4,16.47
S101102,2024-08-24,Mombasa-Store,SKU0021,PRODUCT 72  ,5,11.59
S101103,2025-07-19,Mombasa-Store,SKU0064,Product 55,1,
S101104,2025-08-20,Nakuru,SKU0017,Product 11,3,16.94
S101105,2024-07-19,Kisumu Store,SKU0025,Product 68,3,13.99
S101106,2024-02-28,Nakuru,sku0021,Product 29,3,12.84
S101107,2024-04-04,Nairobi_CBD,sku0084,Product 48,3,15.24
S101108,2024-03-21,Thika.Branch,SKU0093,Product 44,3,18.48
S101109,2024-07-31,Nairobi_CBD,SKU0068,Product 61,3,12.83
S101110,2025-02-23,Nakuru,SKU0025,Product 84,5,11.37
S101111,2025-05-02,Kisumu Store,sku0001,Product 74,4,15.63
S101112,2025-05-11,Nairobi_CBD,SKU0057,Product 38,5,14.81
S101113,2024-09-15,Thika.Branch,SKU0051,Product 17,5,
S101114,2025-05-31,Kisumu Store,SKU0096,Product 5,5,17.39
S101115,2024-12-04,Thika.Branch,SKU0018,Product 65,4,14.98
S101116,2024-06-13,Thika.Branch,SKU0089,Product 80,5,17.48
S101117,2024-12-30,Thika.Branch,SKU0065,Product 5,2,14.29
S101118,2024-01-22,Nakuru,SKU0067,Product 80,2,16.57
S101119,2025-08-09,Mombasa-Store,sku0050,Product 60,3,12.74
S101120,2024-12-01,Thika.Branch,SKU0037,Product 4,4,11.56
S101121,2024-01-24,Nakuru,SKU0070,Product 26,5,13.25
S101122,2025-03-09,Mombasa-Store,SKU0030,Product 86,2,14.98
S101123,2025-05-06,Kisumu Store,SKU0035,Product 7,2,15.31
S101124,2024-09-11,Nairobi_CBD,SKU0004,Product 51,1,18.58
S101125,2024-11-12,Thika.Branch,SKU0017,Product 76,2,11.13
S101126,2024-07-06,Thika.Branch,SKU0010,Product 27,5,10.72
S101127,2025-03-13,Mombasa-Store,SKU0069,Product 15,7,13.93
S101128,2024-05-20,Kisumu Store,SKU0011,Product 85,3,15.95
S101129,2025-03-06,Kisumu Store,SKU0083,Product 10,4,14.86
S101130,2025-03-19,Kisumu Store,SKU0063,PRODUCT 23  ,5,17.64
S101131,2024-03-10,Kisumu Store,SKU0100,Product 19,4,21.55
S101132,2025-02-28,Kisumu Store,SKU0054,Product 16,3,15.18
S101133,2024-12-13,Kisumu Store,SKU0082,PRODUCT 90  ,3,15.2
S101134,2025-07-21,Mombasa-Store,SKU0070,PRODUCT 29  ,3,12.79
S101135,2025-03-20,Nakuru,SKU0087,Product 69,3,15.09
S101136,2025-08-05,Kisumu Store,SKU0072,Product 58,1,13.31
S101137,2024-04-30,Thika.Branch,SKU0071,Product 75,5,11.17
S101138,2024-03-26,Nairobi_CBD,SKU0078,Product 15,3,20.39
S101139,2024-09-06,Mombasa-Store,SKU0001,Product 43,4,13.81
S101140,2024-09-12,Nakuru,SKU0008,Product 39,2,15.48
S101141,2024-06-17,Mombasa-Store,SKU0084,Product 31,3,12.36
S101142,2025-01-02,Nakuru,SKU0040,Product 92,4,23.56
S101143,2025-08-14,Kisumu Store,SKU0002,Product 77,4,11.75
S101144,2024-12-29,Kisumu Store,SKU0012,Product 7,1,19.4
S101145,2025-04-01,Nairobi_CBD,SKU0100,Product 64,2,17.2
S101146,2025-01-04,Nakuru,SKU0034,Product 56,1,23.46
S101147,2024-08-31,Nakuru,SKU0081,Product 29,2,19.84
S101148,2024-07-23,Kisumu Store,SKU0021,Product 3,3,24.49
S101149,2024-04-10,Nairobi_CBD,SKU0095,PRODUCT 26  ,3,13.24
